city,date,temperature
seoul,2010-01,-4.5
seoul,2010-02,1.4
seoul,2010-03,4.3
seoul,2010-04,9.5
seoul,2010-05,17.2
seoul,2010-06,23.4
seoul,2010-07,25.8
seoul,2010-08,26.5
seoul,2010-09,21.8
seoul,2010-10,14.5
seoul,2010-11,6.5
seoul,2010-12,-1.3
