city,date,temperature
sokcho,2020-01,1.6
sokcho,2020-02,2.5
sokcho,2020-03,7.7
sokcho,2020-04,11.1
sokcho,2020-05,18.0
sokcho,2020-06,23.9
sokcho,2020-07,24.1
sokcho,2020-08,26.5
sokcho,2020-09,21.4
sokcho,2020-10,14.3
sokcho,2020-11,8.0
sokcho,2020-12,-0.3
